SeqNo,Checking,Duration,CreditHistory,Purpose,CreditAmount,Savings,Employment,InstallmentRate,GenderMarital,OtherDebtors,YearsAtResidence,RealEstate,Age,OtherInstallment,Housing,ExistingCredits,Job,NumLiable,Phone,Foreign,Credit
608,A12,36,Up To Date,radio/television,2671,A62,1 - 4 years,4,A92,A102,4,A124,50,A143,A153,1,A173,1,A191,A201,Bad
609,A14,18,Up To Date,radio/television,2051,A61,< 1 year,4,A93,A101,1,A121,33,A143,A152,1,A173,1,A191,A201,Good
610,A14,15,Up To Date,car (used),1300,A65,>= 7 years,4,A93,A101,4,A124,45,A141,A153,1,A173,2,A191,A201,Good
611,A11,12,Up To Date,domestic appliances,741,A62,unemployed,4,A92,A101,3,A122,22,A143,A152,1,A173,1,A191,A201,Bad
612,A13,10,Up To Date,car (new),1240,A62,>= 7 years,1,A92,A101,4,A124,48,A143,A153,1,A172,2,A191,A201,Bad
613,A11,21,Up To Date,radio/television,3357,A64,< 1 year,4,A92,A101,2,A123,29,A141,A152,1,A173,1,A191,A201,Good
614,A11,24,All Paid This Bank,car (used),3632,A61,1 - 4 years,1,A92,A103,4,A123,22,A141,A151,1,A173,1,A191,A202,Good
615,A14,18,Late Payment,furniture/equipment,1808,A61,4 - 7 years,4,A92,A101,1,A121,22,A143,A152,1,A173,1,A191,A201,Bad
616,A12,48,All Paid,business,12204,A65,1 - 4 years,2,A93,A101,2,A123,48,A141,A152,1,A174,1,A192,A201,Good
617,A12,60,Late Payment,radio/television,9157,A65,1 - 4 years,2,A93,A101,2,A124,27,A143,A153,1,A174,1,A191,A201,Good
618,A11,6,Critical Account,car (new),3676,A61,1 - 4 years,1,A93,A101,3,A121,37,A143,A151,3,A173,2,A191,A201,Good
619,A12,30,Up To Date,furniture/equipment,3441,A62,1 - 4 years,2,A92,A102,4,A123,21,A143,A151,1,A173,1,A191,A201,Bad
620,A14,12,Up To Date,car (new),640,A61,1 - 4 years,4,A91,A101,2,A121,49,A143,A152,1,A172,1,A191,A201,Good
621,A12,21,Critical Account,business,3652,A61,4 - 7 years,2,A93,A101,3,A122,27,A143,A152,2,A173,1,A191,A201,Good
622,A14,18,Critical Account,car (new),1530,A61,1 - 4 years,3,A93,A101,2,A122,32,A141,A152,2,A173,1,A191,A201,Bad
623,A14,48,Up To Date,business,3914,A65,1 - 4 years,4,A91,A101,2,A121,38,A141,A152,1,A173,1,A191,A201,Bad
624,A11,12,Up To Date,furniture/equipment,1858,A61,< 1 year,4,A92,A101,1,A123,22,A143,A151,1,A173,1,A191,A201,Good
625,A11,18,Up To Date,radio/television,2600,A61,1 - 4 years,4,A93,A101,4,A124,65,A143,A153,2,A173,1,A191,A201,Bad
626,A14,15,Up To Date,radio/television,1979,A65,>= 7 years,4,A93,A101,2,A123,35,A143,A152,1,A173,1,A191,A201,Good
627,A13,6,Up To Date,furniture/equipment,2116,A61,1 - 4 years,2,A93,A101,2,A121,41,A143,A152,1,A173,1,A192,A201,Good
628,A12,9,All Paid This Bank,car (new),1437,A62,4 - 7 years,2,A93,A101,3,A124,29,A143,A152,1,A173,1,A191,A201,Bad
629,A14,42,Critical Account,furniture/equipment,4042,A63,1 - 4 years,4,A93,A101,4,A121,36,A143,A152,2,A173,1,A192,A201,Good
630,A14,9,Up To Date,education,3832,A65,>= 7 years,1,A93,A101,4,A121,64,A143,A152,1,A172,1,A191,A201,Good
631,A11,24,Up To Date,radio/television,3660,A61,1 - 4 years,2,A92,A101,4,A123,28,A143,A152,1,A173,1,A191,A201,Good
632,A11,18,All Paid This Bank,furniture/equipment,1553,A61,1 - 4 years,4,A93,A101,3,A123,44,A141,A152,1,A173,1,A191,A201,Bad
633,A12,15,Up To Date,radio/television,1444,A65,< 1 year,4,A93,A101,1,A122,23,A143,A152,1,A173,1,A191,A201,Good
634,A14,9,Up To Date,furniture/equipment,1980,A61,< 1 year,2,A92,A102,2,A123,19,A143,A151,2,A173,1,A191,A201,Bad
635,A12,24,Up To Date,car (new),1355,A61,< 1 year,3,A92,A101,4,A123,25,A143,A152,1,A172,1,A192,A201,Bad
636,A14,12,Up To Date,education,1393,A61,>= 7 years,4,A93,A101,4,A122,47,A141,A152,3,A173,2,A192,A201,Good
637,A14,24,Up To Date,radio/television,1376,A63,4 - 7 years,4,A92,A101,1,A123,28,A143,A152,1,A173,1,A191,A201,Good
638,A14,60,Late Payment,radio/television,15653,A61,4 - 7 years,2,A93,A101,4,A123,21,A143,A152,2,A173,1,A192,A201,Good
639,A14,12,Up To Date,radio/television,1493,A61,< 1 year,4,A92,A101,3,A123,34,A143,A152,1,A173,2,A191,A201,Good
640,A11,42,Late Payment,radio/television,4370,A61,4 - 7 years,3,A93,A101,2,A122,26,A141,A152,2,A173,2,A192,A201,Bad
641,A11,18,Up To Date,education,750,A61,unemployed,4,A92,A101,1,A121,27,A143,A152,1,A171,1,A191,A201,Bad
642,A12,15,Up To Date,repairs,1308,A61,>= 7 years,4,A93,A101,4,A123,38,A143,A152,2,A172,1,A191,A201,Good
643,A14,15,Up To Date,education,4623,A62,1 - 4 years,3,A93,A101,2,A122,40,A143,A152,1,A174,1,A192,A201,Bad
644,A14,24,Critical Account,radio/television,1851,A61,4 - 7 years,4,A94,A103,2,A123,33,A143,A152,2,A173,1,A192,A201,Good
645,A11,18,Critical Account,radio/television,1880,A61,4 - 7 years,4,A94,A101,1,A122,32,A143,A152,2,A174,1,A192,A201,Good
646,A14,36,Late Payment,business,7980,A65,< 1 year,4,A93,A101,4,A123,27,A143,A151,2,A173,1,A192,A201,Bad
647,A11,30,All Paid,furniture/equipment,4583,A61,1 - 4 years,2,A91,A103,2,A121,32,A143,A152,2,A173,1,A191,A201,Good
648,A14,12,Up To Date,car (new),1386,A63,1 - 4 years,2,A92,A101,2,A122,26,A143,A152,1,A173,1,A191,A201,Bad
649,A13,24,Up To Date,car (new),947,A61,4 - 7 years,4,A93,A101,3,A124,38,A141,A153,1,A173,2,A191,A201,Bad
650,A11,12,Up To Date,education,684,A61,1 - 4 years,4,A93,A101,4,A123,40,A143,A151,1,A172,2,A191,A201,Bad
651,A11,48,Up To Date,education,7476,A61,4 - 7 years,4,A93,A101,1,A124,50,A143,A153,1,A174,1,A192,A201,Good
652,A12,12,Up To Date,furniture/equipment,1922,A61,1 - 4 years,4,A93,A101,2,A122,37,A143,A152,1,A172,1,A191,A201,Bad
653,A11,24,Up To Date,car (new),2303,A61,>= 7 years,4,A93,A102,1,A121,45,A143,A152,1,A173,1,A191,A201,Bad
654,A12,36,Late Payment,car (new),8086,A62,>= 7 years,2,A93,A101,4,A123,42,A143,A152,4,A174,1,A192,A201,Bad
655,A14,24,Critical Account,car (used),2346,A61,4 - 7 years,4,A93,A101,3,A123,35,A143,A152,2,A173,1,A192,A201,Good
656,A11,14,Up To Date,car (new),3973,A61,unemployed,1,A93,A101,4,A124,22,A143,A153,1,A173,1,A191,A201,Good
657,A12,12,Up To Date,car (new),888,A61,>= 7 years,4,A93,A101,4,A123,41,A141,A152,1,A172,2,A191,A201,Bad
658,A14,48,Up To Date,radio/television,10222,A65,4 - 7 years,4,A93,A101,3,A123,37,A142,A152,1,A173,1,A192,A201,Good
659,A12,30,All Paid,business,4221,A61,1 - 4 years,2,A92,A101,1,A123,28,A143,A152,2,A173,1,A191,A201,Good
660,A12,18,Critical Account,furniture/equipment,6361,A61,>= 7 years,2,A93,A101,1,A124,41,A143,A152,1,A173,1,A192,A201,Good
661,A13,12,Up To Date,radio/television,1297,A61,1 - 4 years,3,A94,A101,4,A121,23,A143,A151,1,A173,1,A191,A201,Good
662,A11,12,Up To Date,car (new),900,A65,1 - 4 years,4,A94,A101,2,A123,23,A143,A152,1,A173,1,A191,A201,Bad
663,A14,21,Up To Date,furniture/equipment,2241,A61,>= 7 years,4,A93,A101,2,A121,50,A143,A152,2,A173,1,A191,A201,Good
664,A12,6,Late Payment,furniture/equipment,1050,A61,unemployed,4,A93,A101,1,A122,35,A142,A152,2,A174,1,A192,A201,Good
665,A13,6,Critical Account,education,1047,A61,1 - 4 years,2,A92,A101,4,A122,50,A143,A152,1,A172,1,A191,A201,Good
666,A14,24,Critical Account,others,6314,A61,unemployed,4,A93,A102,2,A124,27,A141,A152,2,A174,1,A192,A201,Good
667,A12,30,All Paid This Bank,furniture/equipment,3496,A64,1 - 4 years,4,A93,A101,2,A123,34,A142,A152,1,A173,2,A192,A201,Good
668,A14,48,All Paid This Bank,business,3609,A61,1 - 4 years,1,A92,A101,1,A121,27,A142,A152,1,A173,1,A191,A201,Good
669,A11,12,Critical Account,car (new),4843,A61,>= 7 years,3,A93,A102,4,A122,43,A143,A151,2,A173,1,A192,A201,Bad
670,A13,30,Critical Account,radio/television,3017,A61,>= 7 years,4,A93,A101,4,A122,47,A143,A152,1,A173,1,A191,A201,Good
671,A14,24,Critical Account,business,4139,A62,1 - 4 years,3,A93,A101,3,A122,27,A143,A152,2,A172,1,A192,A201,Good
672,A14,36,Up To Date,business,5742,A62,4 - 7 years,2,A93,A101,2,A123,31,A143,A152,2,A173,1,A192,A201,Good
673,A14,60,Up To Date,car (new),10366,A61,>= 7 years,2,A93,A101,4,A122,42,A143,A152,1,A174,1,A192,A201,Good
674,A14,6,Critical Account,car (new),2080,A63,1 - 4 years,1,A94,A101,2,A123,24,A143,A152,1,A173,1,A191,A201,Good
675,A14,21,Late Payment,business,2580,A63,< 1 year,4,A93,A101,2,A121,41,A141,A152,1,A172,2,A191,A201,Bad
676,A14,30,Critical Account,radio/television,4530,A61,4 - 7 years,4,A92,A101,4,A123,26,A143,A151,1,A174,1,A192,A201,Good
677,A14,24,Critical Account,furniture/equipment,5150,A61,>= 7 years,4,A93,A101,4,A123,33,A143,A152,1,A173,1,A192,A201,Good
678,A12,72,Up To Date,radio/television,5595,A62,1 - 4 years,2,A94,A101,2,A123,24,A143,A152,1,A173,1,A191,A201,Bad
679,A11,24,Up To Date,radio/television,2384,A61,>= 7 years,4,A93,A101,4,A121,64,A141,A151,1,A172,1,A191,A201,Good
680,A14,18,Up To Date,radio/television,1453,A61,< 1 year,3,A92,A101,1,A121,26,A143,A152,1,A173,1,A191,A201,Good
681,A14,6,Up To Date,education,1538,A61,< 1 year,1,A92,A101,2,A124,56,A143,A152,1,A173,1,A191,A201,Good
682,A14,12,Up To Date,radio/television,2279,A65,1 - 4 years,4,A93,A101,4,A124,37,A143,A153,1,A173,1,A192,A201,Good
683,A14,15,Late Payment,radio/television,1478,A61,1 - 4 years,4,A94,A101,3,A121,33,A141,A152,2,A173,1,A191,A201,Good
684,A14,24,Critical Account,radio/television,5103,A61,< 1 year,3,A94,A101,3,A124,47,A143,A153,3,A173,1,A192,A201,Good
685,A12,36,Late Payment,business,9857,A62,4 - 7 years,1,A93,A101,3,A122,31,A143,A152,2,A172,2,A192,A201,Good
686,A14,60,Up To Date,car (new),6527,A65,1 - 4 years,4,A93,A101,4,A124,34,A143,A153,1,A173,2,A192,A201,Good
687,A13,10,Critical Account,radio/television,1347,A65,4 - 7 years,4,A93,A101,2,A122,27,A143,A152,2,A173,1,A192,A201,Good
688,A12,36,Late Payment,car (new),2862,A62,>= 7 years,4,A93,A101,3,A124,30,A143,A153,1,A173,1,A191,A201,Good
689,A14,9,Up To Date,radio/television,2753,A62,>= 7 years,3,A93,A102,4,A123,35,A143,A152,1,A173,1,A192,A201,Good
690,A11,12,Up To Date,car (new),3651,A64,1 - 4 years,1,A93,A101,3,A122,31,A143,A152,1,A173,2,A191,A201,Good
691,A11,15,Critical Account,furniture/equipment,975,A61,1 - 4 years,2,A91,A101,3,A122,25,A143,A152,2,A173,1,A191,A201,Good
692,A12,15,Up To Date,repairs,2631,A62,1 - 4 years,3,A92,A101,2,A121,25,A143,A152,1,A172,1,A191,A201,Good
693,A12,24,Up To Date,radio/television,2896,A62,< 1 year,2,A93,A101,1,A123,29,A143,A152,1,A173,1,A191,A201,Good
694,A11,6,Critical Account,car (new),4716,A65,< 1 year,1,A93,A101,3,A121,44,A143,A152,2,A172,2,A191,A201,Good
695,A14,24,Up To Date,radio/television,2284,A61,4 - 7 years,4,A93,A101,2,A123,28,A143,A152,1,A173,1,A192,A201,Good
696,A14,6,Up To Date,car (used),1236,A63,1 - 4 years,2,A93,A101,4,A122,50,A143,A151,1,A173,1,A191,A201,Good
697,A12,12,Up To Date,radio/television,1103,A61,4 - 7 years,4,A93,A103,3,A121,29,A143,A152,2,A173,1,A191,A202,Good
698,A14,12,Critical Account,car (new),926,A61,unemployed,1,A92,A101,2,A122,38,A143,A152,1,A171,1,A191,A201,Good
699,A14,18,Critical Account,radio/television,1800,A61,1 - 4 years,4,A93,A101,2,A123,24,A143,A152,2,A173,1,A191,A201,Good
700,A13,15,Up To Date,education,1905,A61,>= 7 years,4,A93,A101,4,A123,40,A143,A151,1,A174,1,A192,A201,Good
701,A14,12,Up To Date,furniture/equipment,1123,A63,1 - 4 years,4,A92,A101,4,A123,29,A143,A151,1,A172,1,A191,A201,Bad
702,A11,48,Critical Account,car (used),6331,A61,>= 7 years,4,A93,A101,4,A124,46,A143,A153,2,A173,1,A192,A201,Bad
703,A13,24,Up To Date,radio/television,1377,A62,>= 7 years,4,A92,A101,2,A124,47,A143,A153,1,A173,1,A192,A201,Good
704,A12,30,Late Payment,business,2503,A62,>= 7 years,4,A93,A101,2,A122,41,A142,A152,2,A173,1,A191,A201,Good
705,A12,27,Up To Date,business,2528,A61,< 1 year,4,A92,A101,1,A122,32,A143,A152,1,A173,2,A192,A201,Good
706,A14,15,Up To Date,car (new),5324,A63,>= 7 years,1,A92,A101,4,A124,35,A143,A153,1,A173,1,A191,A201,Good
707,A12,48,Up To Date,car (new),6560,A62,4 - 7 years,3,A93,A101,2,A122,24,A143,A152,1,A173,1,A191,A201,Bad
708,A12,12,All Paid,furniture/equipment,2969,A61,< 1 year,4,A92,A101,3,A122,25,A143,A151,2,A173,1,A191,A201,Bad
709,A12,9,Up To Date,radio/television,1206,A61,>= 7 years,4,A92,A101,4,A121,25,A143,A152,1,A173,1,A191,A201,Good
710,A12,9,Up To Date,radio/television,2118,A61,1 - 4 years,2,A93,A101,2,A121,37,A143,A152,1,A172,2,A191,A201,Good
711,A14,18,Critical Account,radio/television,629,A63,>= 7 years,4,A93,A101,3,A122,32,A141,A152,2,A174,1,A192,A201,Good
712,A11,6,All Paid This Bank,education,1198,A61,>= 7 years,4,A92,A101,4,A124,35,A143,A153,1,A173,1,A191,A201,Bad
713,A14,21,Up To Date,car (used),2476,A65,>= 7 years,4,A93,A101,4,A121,46,A143,A152,1,A174,1,A192,A201,Good
714,A11,9,Critical Account,radio/television,1138,A61,1 - 4 years,4,A93,A101,4,A121,25,A143,A152,2,A172,1,A191,A201,Good
715,A12,60,Up To Date,car (new),14027,A61,4 - 7 years,4,A93,A101,2,A124,27,A143,A152,1,A174,1,A192,A201,Bad
716,A14,30,Critical Account,car (used),7596,A65,>= 7 years,1,A93,A101,4,A123,63,A143,A152,2,A173,1,A191,A201,Good
717,A14,30,Critical Account,radio/television,3077,A65,>= 7 years,3,A93,A101,2,A123,40,A143,A152,2,A173,2,A192,A201,Good
718,A14,18,Up To Date,radio/television,1505,A61,1 - 4 years,4,A93,A101,2,A124,32,A143,A153,1,A174,1,A192,A201,Good
719,A13,24,Critical Account,radio/television,3148,A65,1 - 4 years,3,A93,A101,2,A123,31,A143,A152,2,A173,1,A192,A201,Good
720,A12,20,All Paid,car (used),6148,A62,>= 7 years,3,A94,A101,4,A123,31,A141,A152,2,A173,1,A192,A201,Good
721,A13,9,All Paid,radio/television,1337,A61,< 1 year,4,A93,A101,2,A123,34,A143,A152,2,A174,1,A192,A201,Bad
722,A12,6,All Paid This Bank,education,433,A64,< 1 year,4,A92,A101,2,A122,24,A141,A151,1,A173,2,A191,A201,Bad
723,A11,12,Up To Date,car (new),1228,A61,1 - 4 years,4,A92,A101,2,A121,24,A143,A152,1,A172,1,A191,A201,Bad
724,A12,9,Up To Date,radio/television,790,A63,1 - 4 years,4,A92,A101,3,A121,66,A143,A152,1,A172,1,A191,A201,Good
725,A14,27,Up To Date,car (new),2570,A61,1 - 4 years,3,A92,A101,3,A121,21,A143,A151,1,A173,1,A191,A201,Bad
726,A14,6,Critical Account,car (new),250,A64,1 - 4 years,2,A92,A101,2,A121,41,A141,A152,2,A172,1,A191,A201,Good
727,A14,15,Critical Account,radio/television,1316,A63,1 - 4 years,2,A94,A101,2,A122,47,A143,A152,2,A172,1,A191,A201,Good
728,A11,18,Up To Date,radio/television,1882,A61,1 - 4 years,4,A92,A101,4,A123,25,A141,A151,2,A173,1,A191,A201,Bad
729,A12,48,All Paid This Bank,business,6416,A61,>= 7 years,4,A92,A101,3,A124,59,A143,A151,1,A173,1,A191,A201,Bad
730,A13,24,Critical Account,business,1275,A64,1 - 4 years,2,A91,A101,4,A121,36,A143,A152,2,A173,1,A192,A201,Good
731,A12,24,Late Payment,radio/television,6403,A61,< 1 year,1,A93,A101,2,A123,33,A143,A152,1,A173,1,A191,A201,Good
732,A11,24,Up To Date,radio/television,1987,A61,1 - 4 years,2,A93,A101,4,A121,21,A143,A151,1,A172,2,A191,A201,Bad
733,A12,8,Up To Date,radio/television,760,A61,4 - 7 years,4,A92,A103,2,A121,44,A143,A152,1,A172,1,A191,A201,Good
734,A14,24,Up To Date,car (used),2603,A64,1 - 4 years,2,A92,A101,4,A123,28,A143,A151,1,A173,1,A192,A201,Good
735,A14,4,Critical Account,car (new),3380,A61,4 - 7 years,1,A92,A101,1,A121,37,A143,A152,1,A173,2,A191,A201,Good
736,A12,36,All Paid This Bank,domestic appliances,3990,A65,< 1 year,3,A92,A101,2,A124,29,A141,A152,1,A171,1,A191,A201,Good
737,A12,24,Up To Date,car (used),11560,A61,1 - 4 years,1,A92,A101,4,A123,23,A143,A151,2,A174,1,A191,A201,Bad
738,A11,18,Up To Date,car (new),4380,A62,1 - 4 years,3,A93,A101,4,A123,35,A143,A152,1,A172,2,A192,A201,Good
739,A14,6,Critical Account,car (new),6761,A61,4 - 7 years,1,A93,A101,3,A124,45,A143,A152,2,A174,2,A192,A201,Good
740,A12,30,All Paid,business,4280,A62,1 - 4 years,4,A92,A101,4,A123,26,A143,A151,2,A172,1,A191,A201,Bad
741,A11,24,All Paid This Bank,car (new),2325,A62,4 - 7 years,2,A93,A101,3,A123,32,A141,A152,1,A173,1,A191,A201,Good
742,A12,10,All Paid This Bank,radio/television,1048,A61,1 - 4 years,4,A93,A101,4,A121,23,A142,A152,1,A172,1,A191,A201,Good
743,A14,21,Up To Date,radio/television,3160,A65,>= 7 years,4,A93,A101,3,A122,41,A143,A152,1,A173,1,A192,A201,Good
744,A11,24,All Paid This Bank,furniture/equipment,2483,A63,1 - 4 years,4,A93,A101,4,A121,22,A142,A152,1,A173,1,A192,A201,Good
745,A11,39,Critical Account,furniture/equipment,14179,A65,4 - 7 years,4,A93,A101,4,A122,30,A143,A152,2,A174,1,A192,A201,Good
746,A11,13,Critical Account,business,1797,A61,< 1 year,3,A93,A101,1,A122,28,A141,A152,2,A172,1,A191,A201,Good
747,A11,15,Up To Date,car (new),2511,A61,unemployed,1,A92,A101,4,A123,23,A143,A151,1,A173,1,A191,A201,Good
748,A11,12,Up To Date,car (new),1274,A61,< 1 year,3,A92,A101,1,A121,37,A143,A152,1,A172,1,A191,A201,Bad
749,A14,21,Up To Date,car (used),5248,A65,1 - 4 years,1,A93,A101,3,A123,26,A143,A152,1,A173,1,A191,A201,Good
750,A14,15,Up To Date,car (used),3029,A61,4 - 7 years,2,A93,A101,2,A123,33,A143,A152,1,A173,1,A191,A201,Good
751,A11,6,Up To Date,furniture/equipment,428,A61,>= 7 years,2,A92,A101,1,A122,49,A141,A152,1,A173,1,A192,A201,Good
752,A11,18,Up To Date,car (new),976,A61,< 1 year,1,A92,A101,2,A123,23,A143,A152,1,A172,1,A191,A201,Bad
753,A12,12,Up To Date,business,841,A62,4 - 7 years,2,A92,A101,4,A121,23,A143,A151,1,A172,1,A191,A201,Good
754,A14,30,Critical Account,radio/television,5771,A61,4 - 7 years,4,A92,A101,2,A123,25,A143,A152,2,A173,1,A191,A201,Good
755,A14,12,Late Payment,repairs,1555,A64,>= 7 years,4,A93,A101,4,A124,55,A143,A153,2,A173,2,A191,A201,Bad
756,A11,24,Up To Date,car (new),1285,A65,4 - 7 years,4,A92,A101,4,A124,32,A143,A151,1,A173,1,A191,A201,Bad
757,A13,6,Critical Account,car (new),1299,A61,1 - 4 years,1,A93,A101,1,A121,74,A143,A152,3,A171,2,A191,A202,Good
758,A13,15,Critical Account,radio/television,1271,A65,1 - 4 years,3,A93,A101,4,A124,39,A143,A153,2,A173,1,A192,A201,Bad
759,A14,24,Up To Date,car (new),1393,A61,1 - 4 years,2,A93,A103,2,A121,31,A143,A152,1,A173,1,A192,A201,Good
760,A11,12,Critical Account,car (new),691,A61,>= 7 years,4,A93,A101,3,A122,35,A143,A152,2,A173,1,A191,A201,Bad
761,A14,15,Critical Account,car (new),5045,A65,>= 7 years,1,A92,A101,4,A123,59,A143,A152,1,A173,1,A192,A201,Good
762,A11,18,Critical Account,furniture/equipment,2124,A61,1 - 4 years,4,A92,A101,4,A121,24,A143,A151,2,A173,1,A191,A201,Bad
763,A11,12,Up To Date,radio/television,2214,A61,1 - 4 years,4,A93,A101,3,A122,24,A143,A152,1,A172,1,A191,A201,Good
764,A14,21,Critical Account,car (new),12680,A65,>= 7 years,4,A93,A101,4,A124,30,A143,A153,1,A174,1,A192,A201,Bad
765,A14,24,Critical Account,car (new),2463,A62,4 - 7 years,4,A94,A101,3,A122,27,A143,A152,2,A173,1,A192,A201,Good
766,A12,12,Up To Date,radio/television,1155,A61,>= 7 years,3,A94,A103,3,A121,40,A141,A152,2,A172,1,A191,A201,Good
767,A11,30,Up To Date,furniture/equipment,3108,A61,< 1 year,2,A91,A101,4,A122,31,A143,A152,1,A172,1,A191,A201,Bad
768,A14,10,Up To Date,car (used),2901,A65,< 1 year,1,A92,A101,4,A121,31,A143,A151,1,A173,1,A191,A201,Good
769,A12,12,Critical Account,furniture/equipment,3617,A61,>= 7 years,1,A93,A101,4,A123,28,A143,A151,3,A173,1,A192,A201,Good
770,A14,12,Critical Account,radio/television,1655,A61,>= 7 years,2,A93,A101,4,A121,63,A143,A152,2,A172,1,A192,A201,Good
771,A11,24,Up To Date,car (used),2812,A65,>= 7 years,2,A92,A101,4,A121,26,A143,A151,1,A173,1,A191,A201,Good
772,A11,36,Critical Account,education,8065,A61,1 - 4 years,3,A92,A101,2,A124,25,A143,A152,2,A174,1,A192,A201,Bad
773,A14,21,Critical Account,car (used),3275,A61,>= 7 years,1,A93,A101,4,A123,36,A143,A152,1,A174,1,A192,A201,Good
774,A14,24,Critical Account,radio/television,2223,A62,>= 7 years,4,A93,A101,4,A122,52,A141,A152,2,A173,1,A191,A201,Good
775,A13,12,Critical Account,car (new),1480,A63,unemployed,2,A93,A101,4,A124,66,A141,A153,3,A171,1,A191,A201,Good
776,A11,24,Up To Date,car (new),1371,A65,1 - 4 years,4,A92,A101,4,A121,25,A143,A151,1,A173,1,A191,A201,Bad
777,A14,36,Critical Account,car (new),3535,A61,4 - 7 years,4,A93,A101,4,A123,37,A143,A152,2,A173,1,A192,A201,Good
778,A11,18,Up To Date,radio/television,3509,A61,4 - 7 years,4,A92,A103,1,A121,25,A143,A152,1,A173,1,A191,A201,Good
779,A14,36,Critical Account,car (used),5711,A64,>= 7 years,4,A93,A101,2,A123,38,A143,A152,2,A174,1,A192,A201,Good
780,A12,18,Up To Date,repairs,3872,A61,unemployed,2,A92,A101,4,A123,67,A143,A152,1,A173,1,A192,A201,Good
781,A12,39,Critical Account,radio/television,4933,A61,4 - 7 years,2,A93,A103,2,A121,25,A143,A152,2,A173,1,A191,A201,Bad
782,A14,24,Critical Account,car (new),1940,A64,>= 7 years,4,A93,A101,4,A121,60,A143,A152,1,A173,1,A192,A201,Good
783,A12,12,All Paid,retraining,1410,A61,1 - 4 years,2,A93,A101,2,A121,31,A143,A152,1,A172,1,A192,A201,Good
784,A12,12,Up To Date,car (new),836,A62,< 1 year,4,A92,A101,2,A122,23,A141,A152,1,A172,1,A191,A201,Bad
785,A12,20,Up To Date,car (used),6468,A65,unemployed,1,A91,A101,4,A121,60,A143,A152,1,A174,1,A192,A201,Good
786,A12,18,Up To Date,business,1941,A64,1 - 4 years,4,A93,A101,2,A122,35,A143,A152,1,A172,1,A192,A201,Good
787,A14,22,Up To Date,radio/television,2675,A63,>= 7 years,3,A93,A101,4,A123,40,A143,A152,1,A173,1,A191,A201,Good
788,A14,48,Critical Account,car (used),2751,A65,>= 7 years,4,A93,A101,3,A123,38,A143,A152,2,A173,2,A192,A201,Good
789,A12,48,Late Payment,education,6224,A61,>= 7 years,4,A93,A101,4,A124,50,A143,A153,1,A173,1,A191,A201,Bad
790,A11,40,Critical Account,education,5998,A61,1 - 4 years,4,A93,A101,3,A124,27,A141,A152,1,A173,1,A192,A201,Bad
791,A12,21,Up To Date,business,1188,A61,>= 7 years,2,A92,A101,4,A122,39,A143,A152,1,A173,2,A191,A201,Bad
792,A14,24,Up To Date,car (used),6313,A65,>= 7 years,3,A93,A101,4,A123,41,A143,A152,1,A174,2,A192,A201,Good
793,A14,6,Critical Account,furniture/equipment,1221,A65,1 - 4 years,1,A94,A101,2,A122,27,A143,A152,2,A173,1,A191,A201,Good
794,A13,24,Up To Date,furniture/equipment,2892,A61,>= 7 years,3,A91,A101,4,A124,51,A143,A153,1,A173,1,A191,A201,Good
795,A14,24,Up To Date,furniture/equipment,3062,A63,>= 7 years,4,A93,A101,3,A124,32,A143,A151,1,A173,1,A192,A201,Good
796,A14,9,Up To Date,furniture/equipment,2301,A62,< 1 year,2,A92,A101,4,A122,22,A143,A151,1,A173,1,A191,A201,Good
797,A11,18,Up To Date,car (used),7511,A65,>= 7 years,1,A93,A101,4,A122,51,A143,A153,1,A173,2,A192,A201,Bad
798,A14,12,Critical Account,furniture/equipment,1258,A61,< 1 year,2,A92,A101,4,A122,22,A143,A151,2,A172,1,A191,A201,Good
799,A14,24,Late Payment,car (new),717,A65,>= 7 years,4,A94,A101,4,A123,54,A143,A152,2,A173,1,A192,A201,Good
800,A12,9,Up To Date,car (new),1549,A65,< 1 year,4,A93,A101,2,A121,35,A143,A152,1,A171,1,A191,A201,Good
801,A14,24,Critical Account,education,1597,A61,>= 7 years,4,A93,A101,4,A124,54,A143,A153,2,A173,2,A191,A201,Good
802,A12,18,Critical Account,radio/television,1795,A61,>= 7 years,3,A92,A103,4,A121,48,A141,A151,2,A172,1,A192,A201,Good
803,A11,20,Critical Account,furniture/equipment,4272,A61,>= 7 years,1,A92,A101,4,A122,24,A143,A152,2,A173,1,A191,A201,Good
804,A14,12,Critical Account,radio/television,976,A65,>= 7 years,4,A93,A101,4,A123,35,A143,A152,2,A173,1,A191,A201,Good
805,A12,12,Up To Date,car (new),7472,A65,unemployed,1,A92,A101,2,A121,24,A143,A151,1,A171,1,A191,A201,Good
806,A11,36,Up To Date,car (new),9271,A61,4 - 7 years,2,A93,A101,1,A123,24,A143,A152,1,A173,1,A192,A201,Bad
807,A12,6,Up To Date,radio/television,590,A61,< 1 year,3,A94,A101,3,A121,26,A143,A152,1,A172,1,A191,A202,Good
808,A14,12,Critical Account,radio/television,930,A65,>= 7 years,4,A93,A101,4,A121,65,A143,A152,4,A173,1,A191,A201,Good
809,A12,42,All Paid This Bank,car (used),9283,A61,unemployed,1,A93,A101,2,A124,55,A141,A153,1,A174,1,A192,A201,Good
810,A12,15,All Paid,car (new),1778,A61,< 1 year,2,A92,A101,1,A121,26,A143,A151,2,A171,1,A191,A201,Bad
