Player,Slots,BJ,Craps,Bac,Bingo,Poker,Other,Total Spend,Gender,Age
Player 3842,0,0,533,0,0,0,0,533,Male,39
Player 3843,586,0,0,0,0,0,0,586,Male,57
Player 3844,0,0,0,666,0,0,0,666,Male,66
Player 3845,62,33,22,11,0,25,40,193,Male,32
Player 3846,469,3634,1974,1375,0,0,0,7452,Male,34
Player 3847,60,16,23,12,0,17,44,172,Female,35
Player 3848,75,0,0,0,0,0,0,75,Male,23
Player 3849,1162,4203,937,1990,0,0,0,8292,Male,34
Player 3850,306,0,0,0,0,0,0,306,Male,59
Player 3851,920,318,174,73,0,217,435,2137,Male,69
Player 3852,665,5069,3615,1489,0,0,0,10838,Male,44
Player 3853,482,0,0,0,0,0,0,482,Male,70
Player 3854,883,3835,5329,1390,0,0,0,11438,Female,66
Player 3855,233,0,0,0,0,0,0,233,Male,39
Player 3856,55,43,23,11,0,11,38,181,Female,24
Player 3857,556,319,303,96,0,206,820,2301,Male,59
Player 3858,415,0,0,0,0,0,0,415,Female,61
Player 3859,78,18,8,12,0,30,47,194,Female,32
Player 3860,9,34,18,10,0,31,63,165,Female,67
Player 3861,773,66,128,109,0,343,513,1932,Male,50
Player 3862,142,0,0,0,0,0,0,142,Female,47
Player 3863,92,21,22,13,0,25,60,233,Male,69
Player 3864,692,103,264,103,0,269,308,1738,Female,66
Player 3865,318,0,0,0,112,0,0,431,Male,46
Player 3866,771,249,218,92,0,208,378,1916,Male,24
Player 3867,115,290,240,104,0,250,439,1438,Female,56
Player 3868,58,19,24,11,0,32,56,200,Male,33
Player 3869,76,35,22,11,0,18,40,202,Male,35
Player 3870,92,0,0,0,0,0,0,92,Male,34
Player 3871,385,0,0,0,83,0,0,468,Male,70
Player 3872,53,34,24,18,0,21,46,197,Female,66
Player 3873,53,31,22,13,0,15,49,183,Female,67
Player 3874,144,0,0,0,0,0,0,144,Male,24
Player 3875,814,179,259,73,0,258,489,2072,Female,24
Player 3876,737,281,268,98,0,273,592,2250,Male,38
Player 3877,763,232,186,97,0,292,517,2089,Male,39
Player 3878,996,408,208,105,0,211,536,2465,Male,23
Player 3879,0,661,0,0,0,0,0,661,Male,30
Player 3880,88,31,19,13,0,17,53,221,Female,23
Player 3881,0,551,0,0,0,0,0,551,Male,45
Player 3882,402,0,0,0,125,0,0,527,Male,64
Player 3883,35,45,8,11,0,17,41,156,Female,22
Player 3884,65,25,23,16,0,15,62,204,Male,43
Player 3885,949,352,148,150,0,327,547,2473,Male,38
Player 3886,93,35,17,7,0,22,39,212,Female,57
Player 3887,74,43,23,10,0,22,40,214,Male,63
Player 3888,60,34,24,10,0,20,66,214,Female,40
Player 3889,468,294,121,151,0,296,622,1951,Male,64
Player 3890,263,0,0,0,92,0,0,354,Male,26
Player 3891,37,30,16,12,0,20,36,150,Male,44
Player 3892,587,0,0,0,89,0,0,676,Female,57
Player 3893,0,0,0,0,0,0,344,344,Female,63
Player 3894,448,0,0,0,0,0,0,448,Female,66
Player 3895,72,30,23,8,0,27,62,224,Female,31
Player 3896,544,258,163,91,0,200,505,1761,Male,26
Player 3897,85,0,0,0,0,0,0,85,Male,65
Player 3898,338,0,0,0,129,0,0,466,Male,60
Player 3899,48,30,22,10,0,19,43,172,Female,23
Player 3900,0,0,0,0,0,0,458,458,Male,46
Player 3901,607,242,159,99,0,256,757,2120,Female,45
Player 3902,106,27,32,6,0,20,50,242,Female,34
Player 3903,165,0,0,0,0,0,0,165,Male,25
Player 3904,0,0,0,529,0,0,0,529,Male,21
Player 3905,90,32,29,11,0,25,44,231,Female,48
Player 3906,95,0,0,0,0,0,0,95,Female,33
Player 3907,137,0,0,0,0,0,0,137,Female,46
Player 3908,36,51,25,9,0,24,70,215,Male,53
Player 3909,121,0,0,0,0,0,0,121,Male,69
Player 3910,184,0,0,0,139,0,0,324,Male,64
Player 3911,426,0,0,0,125,0,0,551,Female,23
Player 3912,443,279,188,155,0,234,342,1641,Female,59
Player 3913,791,321,80,66,0,208,606,2073,Male,39
Player 3914,0,0,0,660,0,0,0,660,Female,28
Player 3915,327,0,0,0,0,0,0,327,Male,59
Player 3916,387,0,0,0,91,0,0,478,Male,66
Player 3917,76,43,9,8,0,26,46,208,Male,40
Player 3918,50,30,21,8,0,12,47,168,Male,25
Player 3919,122,0,0,0,0,0,0,122,Male,43
Player 3920,84,36,17,11,0,28,4,179,Female,44
Player 3921,469,0,0,0,115,0,0,584,Female,61
Player 3922,501,0,0,0,132,0,0,633,Male,61
Player 3923,564,363,295,60,0,264,608,2155,Female,38
Player 3924,69,37,22,14,0,27,60,229,Male,63
Player 3925,535,0,0,0,77,0,0,612,Male,70
Player 3926,0,0,0,0,0,0,569,569,Male,67
Player 3927,836,219,273,133,0,260,522,2243,Male,22
Player 3928,477,392,196,69,0,227,437,1797,Male,64
Player 3929,58,23,20,9,0,15,27,153,Female,51
Player 3930,111,0,0,0,0,0,0,111,Female,48
Player 3931,641,206,248,123,0,183,312,1713,Male,55
Player 3932,61,24,26,13,0,25,37,187,Female,43
Player 3933,60,33,0,11,0,16,71,192,Female,33
Player 3934,0,0,0,0,0,0,491,491,Male,66
Player 3935,734,0,0,0,84,0,0,818,Male,60
Player 3936,59,21,15,11,0,16,65,187,Female,45
Player 3937,96,0,0,0,0,0,0,96,Male,38
Player 3938,331,0,0,0,101,0,0,432,Female,36
Player 3939,96,20,26,10,0,13,15,180,Male,22
Player 3940,51,33,25,15,0,16,45,185,Female,32
Player 3941,72,47,30,14,0,23,12,198,Female,44
Player 3942,150,0,0,0,0,0,0,150,Male,62
Player 3943,664,0,0,0,0,0,0,664,Female,22
Player 3944,946,170,222,104,0,159,365,1965,Female,40
Player 3945,900,86,243,90,0,247,234,1800,Male,25
Player 3946,55,39,19,11,0,32,48,203,Female,45
Player 3947,907,288,262,119,0,125,447,2149,Female,36
Player 3948,905,454,269,67,0,117,1025,2837,Male,25
Player 3949,72,22,14,15,0,24,60,207,Male,54
Player 3950,0,0,0,0,0,514,0,514,Female,43
Player 3951,302,0,0,0,117,0,0,419,Male,30
Player 3952,101,26,28,4,0,24,42,224,Male,69
Player 3953,0,0,725,0,0,0,0,725,Female,34
Player 3954,49,30,21,12,0,16,69,197,Female,66
Player 3955,80,41,18,10,0,20,40,210,Female,54
Player 3956,642,335,203,97,0,134,657,2067,Female,36
Player 3957,63,41,23,6,0,16,47,197,Male,32
Player 3958,52,39,23,13,0,9,63,198,Male,65
Player 3959,998,470,120,93,0,197,527,2405,Female,36
Player 3960,82,0,0,0,0,0,0,82,Female,67
Player 3961,39,24,20,5,0,20,42,150,Male,53
Player 3962,88,0,0,0,0,0,0,88,Male,33
Player 3963,659,0,0,0,0,0,0,659,Male,67
Player 3964,52,44,21,10,0,25,59,211,Female,58
Player 3965,64,28,8,9,0,15,43,168,Female,48
Player 3966,58,22,22,14,0,17,58,191,Male,57
Player 3967,451,0,0,0,0,0,0,451,Female,52
Player 3968,0,334,0,0,0,0,0,334,Female,51
Player 3969,800,338,269,118,0,200,448,2172,Male,30
Player 3970,147,0,0,0,0,0,0,147,Female,37
Player 3971,73,17,33,11,0,32,54,221,Female,40
Player 3972,77,0,0,0,0,0,0,77,Male,57
Player 3973,0,664,0,0,0,0,0,664,Female,50
Player 3974,279,0,0,0,94,0,0,374,Male,32
Player 3975,80,40,19,13,0,18,59,229,Male,34
Player 3976,0,0,0,0,0,0,603,603,Female,45
Player 3977,0,0,0,0,0,482,0,482,Male,28
Player 3978,59,0,0,0,0,0,0,59,Male,49
Player 3979,86,32,18,9,0,16,68,228,Female,67
Player 3980,88,37,27,4,0,18,42,216,Female,34
Player 3981,717,196,275,120,0,248,575,2131,Male,53
Player 3982,842,3266,2431,1277,0,0,0,7815,Female,68
Player 3983,1033,4521,4201,1034,0,0,0,10789,Male,58
Player 3984,746,377,271,108,0,118,412,2032,Male,67
Player 3985,78,20,32,6,0,21,35,191,Female,25
Player 3986,0,0,0,0,0,351,0,351,Female,48
Player 3987,94,0,0,0,0,0,0,94,Male,41
Player 3988,110,0,0,0,0,0,0,110,Female,49
Player 3989,62,27,35,13,0,33,58,229,Male,42
Player 3990,69,32,11,9,0,26,59,207,Male,26
Player 3991,56,35,17,13,0,29,43,193,Male,42
Player 3992,1656,4792,3758,1093,0,0,0,11300,Male,23
Player 3993,547,0,0,0,0,0,0,547,Male,62
Player 3994,171,0,0,0,70,0,0,241,Male,23
Player 3995,512,0,0,0,88,0,0,600,Female,57
Player 3996,87,0,0,0,0,0,0,87,Male,35
Player 3997,101,0,0,0,0,0,0,101,Female,32
Player 3998,856,304,206,150,0,243,717,2476,Female,24
Player 3999,90,0,0,0,0,0,0,90,Female,40
Player 4000,28,28,27,15,0,17,28,144,Female,49
Player 4001,747,317,202,94,0,277,631,2267,Male,31
Player 4002,574,426,182,145,0,236,683,2246,Female,67
Player 4003,1304,5448,3224,361,0,0,0,10337,Female,40
Player 4004,54,12,21,7,0,15,61,171,Male,60
Player 4005,79,21,15,9,0,22,64,209,Female,23
Player 4006,849,343,223,94,0,155,557,2220,Male,43
Player 4007,854,341,142,100,0,149,309,1897,Female,24
Player 4008,548,311,200,113,0,241,561,1974,Male,33
Player 4009,111,0,0,0,0,0,0,111,Male,57
Player 4010,108,32,19,8,0,28,30,225,Male,39
Player 4011,665,294,172,48,0,160,441,1780,Male,30
Player 4012,730,319,189,89,0,289,565,2181,Male,64
Player 4013,39,24,20,6,0,22,35,146,Female,54
Player 4014,60,27,11,6,0,19,19,143,Male,33
Player 4015,61,29,14,4,0,20,60,189,Male,49
Player 4016,87,14,13,6,0,15,40,176,Female,52
Player 4017,104,0,0,0,0,0,0,104,Female,69
Player 4018,103,0,0,0,0,0,0,103,Female,22
Player 4019,1021,297,228,104,0,219,376,2244,Male,33
Player 4020,123,41,27,12,0,23,51,277,Female,32
Player 4021,200,322,256,116,0,243,619,1755,Female,28
Player 4022,170,0,0,0,0,0,0,170,Female,30
Player 4023,590,0,0,0,0,0,0,590,Female,44
Player 4024,108,14,20,12,0,15,28,197,Male,65
Player 4025,102,38,7,14,0,24,39,224,Female,48
Player 4026,49,0,0,0,0,0,0,49,Male,37
Player 4027,197,0,0,0,0,0,0,197,Male,29
Player 4028,627,278,95,58,0,115,736,1907,Female,43
Player 4029,140,0,0,0,0,0,0,140,Female,35
Player 4030,0,0,395,0,0,0,0,395,Male,58
Player 4031,58,40,30,11,0,20,42,200,Female,29
Player 4032,58,42,26,11,0,14,50,201,Male,51
Player 4033,33,35,32,16,0,23,43,183,Female,36
Player 4034,74,0,0,0,0,0,0,74,Female,31
Player 4035,0,0,0,477,0,0,0,477,Male,29
Player 4036,935,392,178,80,0,162,554,2300,Female,64
Player 4037,51,0,0,0,0,0,0,51,Male,65
Player 4038,0,0,0,0,0,0,495,495,Male,36
Player 4039,238,0,0,0,120,0,0,358,Female,53
Player 4040,572,0,0,0,0,0,0,572,Female,50
Player 4041,56,0,0,0,0,0,0,56,Female,66
Player 4042,87,39,14,4,0,15,66,225,Female,50
Player 4043,64,0,0,0,0,0,0,64,Female,41
Player 4044,343,273,283,102,0,245,666,1911,Female,52
Player 4045,86,25,6,6,0,10,44,177,Male,54
Player 4046,254,0,0,0,97,0,0,350,Male,34
Player 4047,72,32,22,5,0,16,48,195,Female,53
Player 4048,84,0,0,0,0,0,0,84,Male,36
Player 4049,46,0,0,0,0,0,0,46,Male,46
Player 4050,96,0,0,0,0,0,0,96,Male,58
Player 4051,98,14,31,10,0,6,58,217,Male,63
Player 4052,991,200,121,116,0,174,544,2146,Male,67
Player 4053,79,37,22,10,0,25,53,226,Female,41
Player 4054,0,0,244,0,0,0,0,244,Male,42
Player 4055,115,0,0,0,0,0,0,115,Male,60
Player 4056,554,411,200,116,0,209,339,1831,Male,36
Player 4057,127,0,0,0,0,0,0,127,Female,36
Player 4058,143,0,0,0,0,0,0,143,Female,43
Player 4059,48,23,26,7,0,5,82,192,Male,36
Player 4060,38,41,8,14,0,23,43,166,Male,33
Player 4061,853,505,260,80,0,177,367,2243,Male,68
Player 4062,544,0,0,0,60,0,0,604,Female,56
Player 4063,1177,323,188,96,0,260,757,2801,Male,62
Player 4064,484,313,258,103,0,127,802,2088,Female,51
Player 4065,131,0,0,0,0,0,0,131,Female,58
Player 4066,276,0,0,0,0,0,0,276,Male,62
Player 4067,665,0,0,0,0,0,0,665,Female,68
Player 4068,126,0,0,0,0,0,0,126,Female,37
Player 4069,61,25,16,10,0,8,47,168,Male,63
Player 4070,40,33,16,17,0,26,51,183,Female,47
Player 4071,414,0,0,0,114,0,0,528,Female,63
Player 4072,366,378,105,120,0,202,494,1666,Female,44
Player 4073,374,0,0,0,79,0,0,453,Female,60
Player 4074,0,0,0,0,0,558,0,558,Female,53
Player 4075,59,24,30,8,0,14,56,190,Female,23
Player 4076,150,0,0,0,0,0,0,150,Female,59
Player 4077,1130,4859,6221,1166,0,0,0,13377,Male,56
Player 4078,105,0,0,0,0,0,0,105,Female,41
Player 4079,101,31,22,10,0,11,27,202,Female,22
Player 4080,0,826,0,0,0,0,0,826,Female,46
Player 4081,77,0,0,0,0,0,0,77,Female,31
Player 4082,147,0,0,0,0,0,0,147,Male,65
Player 4083,558,2903,4431,1538,0,0,0,9431,Female,58
Player 4084,69,34,26,7,0,9,35,180,Male,44
Player 4085,1020,3893,5193,1509,0,0,0,11615,Female,42
Player 4086,354,0,0,0,118,0,0,472,Male,48
Player 4087,53,31,29,11,0,14,38,176,Female,27
Player 4088,60,13,19,9,0,20,77,198,Male,24
Player 4089,448,0,0,0,0,0,0,448,Female,68
Player 4090,58,10,13,12,0,18,56,167,Male,64
Player 4091,290,0,0,0,123,0,0,414,Male,65
Player 4092,43,41,35,11,0,13,58,202,Female,54
Player 4093,0,0,620,0,0,0,0,620,Female,59
Player 4094,113,0,0,0,0,0,0,113,Female,26
Player 4095,49,26,13,8,0,11,25,133,Male,46
Player 4096,45,41,17,11,0,17,41,172,Female,33
Player 4097,0,0,0,0,0,0,352,352,Male,58
Player 4098,114,0,0,0,0,0,0,114,Male,40
Player 4099,0,0,0,487,0,0,0,487,Male,24
Player 4100,445,362,188,109,0,185,328,1616,Female,40
Player 4101,210,293,264,29,0,181,764,1742,Female,69
Player 4102,0,113,0,0,0,0,0,113,Female,50
Player 4103,98,19,13,14,0,29,59,232,Female,70
Player 4104,45,0,0,0,0,0,0,45,Male,51
Player 4105,931,3863,4132,1258,0,0,0,10184,Male,34
Player 4106,922,249,164,82,0,164,790,2372,Male,57
Player 4107,46,37,21,11,0,28,75,218,Female,61
Player 4108,408,0,0,0,97,0,0,505,Male,60
Player 4109,88,31,19,13,0,25,44,220,Female,30
Player 4110,68,0,0,0,0,0,0,68,Female,69
Player 4111,377,0,0,0,69,0,0,446,Female,58
Player 4112,272,0,0,0,93,0,0,365,Male,59
Player 4113,573,0,0,0,0,0,0,573,Female,48
Player 4114,81,0,0,0,0,0,0,81,Male,56
Player 4115,99,0,0,0,0,0,0,99,Female,29
Player 4116,458,209,92,71,0,292,584,1707,Male,28
Player 4117,0,0,0,433,0,0,0,433,Female,37
Player 4118,386,0,0,0,0,0,0,386,Female,60
Player 4119,790,404,174,129,0,195,312,2004,Male,44
Player 4120,92,0,0,0,0,0,0,92,Male,25
Player 4121,0,181,0,0,0,0,0,181,Male,61
Player 4122,111,28,9,8,0,20,71,247,Male,35
Player 4123,45,0,0,0,0,0,0,45,Female,25
Player 4124,117,0,0,0,0,0,0,117,Male,67
Player 4125,61,29,19,12,0,23,32,176,Male,47
Player 4126,70,26,24,7,0,24,30,181,Female,47
Player 4127,0,0,0,0,0,0,648,648,Female,32
Player 4128,596,337,161,81,0,204,251,1631,Male,24
Player 4129,98,0,0,0,0,0,0,98,Female,37
Player 4130,1145,4565,4776,1123,0,0,0,11609,Female,40
Player 4131,494,364,274,84,0,172,521,1909,Female,70
Player 4132,257,0,0,0,0,0,0,257,Female,31
Player 4133,883,222,191,160,0,211,487,2154,Female,49
Player 4134,71,26,20,8,0,21,34,179,Male,23
Player 4135,50,33,21,9,0,23,60,197,Male,39
Player 4136,63,0,0,0,0,0,0,63,Female,64
Player 4137,493,244,206,133,0,187,559,1822,Female,64
Player 4138,83,42,13,13,0,25,24,201,Male,26
Player 4139,845,3530,2901,1195,0,0,0,8471,Female,49
Player 4140,86,36,29,11,0,15,58,234,Male,27
Player 4141,53,30,23,12,0,25,36,179,Male,26
Player 4142,712,279,235,88,0,212,684,2210,Female,26
Player 4143,70,32,20,14,0,19,65,220,Female,66
Player 4144,52,30,12,10,0,16,71,192,Female,69
Player 4145,75,0,0,0,0,0,0,75,Female,58
Player 4146,75,31,22,14,0,12,38,192,Male,48
Player 4147,760,1197,3664,1115,0,0,0,6735,Female,60
Player 4148,58,39,17,11,0,18,58,201,Male,41
Player 4149,558,169,183,70,0,168,587,1735,Female,41
Player 4150,74,31,22,11,0,19,54,212,Female,34
Player 4151,36,34,25,13,0,26,50,185,Male,63
Player 4152,759,402,254,124,0,258,397,2193,Female,48
Player 4153,49,23,29,9,0,24,48,181,Female,41
Player 4154,0,559,0,0,0,0,0,559,Male,35
Player 4155,0,0,0,326,0,0,0,326,Female,30
Player 4156,0,0,750,0,0,0,0,750,Female,67
Player 4157,850,347,307,106,0,189,578,2376,Male,27
Player 4158,0,426,0,0,0,0,0,426,Male,60
Player 4159,131,0,0,0,0,0,0,131,Male,29
Player 4160,0,0,0,0,0,490,0,490,Female,35
Player 4161,85,30,20,13,0,29,46,223,Male,67
Player 4162,492,317,137,98,0,263,480,1788,Male,25
Player 4163,128,0,0,0,0,0,0,128,Male,49
Player 4164,74,19,14,10,0,22,30,169,Female,29
Player 4165,879,294,205,160,0,53,734,2326,Female,39
Player 4166,132,31,19,14,0,25,68,288,Female,35
Player 4167,454,0,0,0,72,0,0,526,Female,60
Player 4168,239,0,0,0,147,0,0,386,Male,67
Player 4169,680,0,0,0,111,0,0,791,Male,33
Player 4170,85,52,18,10,0,27,49,241,Female,37
Player 4171,76,40,21,8,0,19,30,195,Female,56
Player 4172,830,171,100,106,0,263,417,1887,Female,64
Player 4173,115,0,0,0,0,0,0,115,Female,58
Player 4174,39,24,20,9,0,12,77,182,Male,30
Player 4175,84,43,19,16,0,22,64,249,Male,24
Player 4176,106,0,0,0,0,0,0,106,Male,47
Player 4177,748,1738,3299,934,0,0,0,6719,Female,53
Player 4178,116,37,16,11,0,18,77,275,Female,30
Player 4179,557,0,0,0,127,0,0,684,Male,44
Player 4180,526,0,0,0,98,0,0,624,Female,50
Player 4181,465,0,0,0,0,0,0,465,Female,31
Player 4182,567,0,0,0,0,0,0,567,Female,62
Player 4183,445,0,0,0,85,0,0,530,Female,51
Player 4184,383,0,0,0,121,0,0,505,Female,61
Player 4185,1035,315,258,124,0,221,398,2352,Female,47
Player 4186,0,460,0,0,0,0,0,460,Male,36
Player 4187,569,0,0,0,139,0,0,708,Female,56
Player 4188,310,0,0,0,89,0,0,399,Male,29
Player 4189,84,5,21,13,0,23,77,221,Female,40
Player 4190,59,20,22,11,0,17,32,161,Male,24
Player 4191,0,514,0,0,0,0,0,514,Male,50
Player 4192,44,17,21,10,0,22,31,145,Male,54
Player 4193,579,334,130,121,0,86,197,1447,Female,51
Player 4194,117,0,0,0,0,0,0,117,Male,69
Player 4195,623,0,0,0,0,0,0,623,Male,64
Player 4196,59,22,22,9,0,22,42,177,Male,25
Player 4197,89,21,19,15,0,24,70,237,Male,30
Player 4198,732,154,266,94,0,175,568,1990,Female,38
Player 4199,85,33,17,10,0,14,57,215,Female,42
Player 4200,0,0,0,0,0,0,542,542,Male,67
Player 4201,85,29,6,6,0,16,67,209,Male,59
Player 4202,68,16,24,7,0,17,60,192,Male,31
Player 4203,80,27,25,11,0,27,66,237,Female,37
Player 4204,0,0,0,0,0,741,0,741,Male,27
Player 4205,58,31,19,3,0,13,73,197,Male,70
Player 4206,0,275,0,0,0,0,0,275,Female,48
Player 4207,563,0,0,0,0,0,0,563,Female,62
Player 4208,690,301,179,61,0,205,228,1663,Female,44
Player 4209,95,28,16,14,0,18,44,214,Male,63
Player 4210,848,358,202,125,0,230,583,2346,Female,42
Player 4211,335,0,0,0,170,0,0,505,Female,50
Player 4212,122,33,34,6,0,25,46,265,Female,28
Player 4213,0,0,0,0,0,0,621,621,Male,44
Player 4214,45,59,21,11,0,16,66,218,Male,69
Player 4215,406,0,0,0,0,0,0,406,Male,37
Player 4216,464,0,0,0,101,0,0,565,Male,43
Player 4217,621,358,329,128,0,286,688,2409,Male,32
Player 4218,55,0,0,0,0,0,0,55,Male,54
Player 4219,602,3756,2161,1018,0,0,0,7536,Male,70
Player 4220,441,0,0,0,126,0,0,567,Female,55
Player 4221,104,0,0,0,0,0,0,104,Female,53
Player 4222,55,40,26,15,0,20,57,213,Male,61
Player 4223,152,0,0,0,0,0,0,152,Male,52
Player 4224,75,28,22,10,0,16,27,178,Female,46
Player 4225,38,21,20,11,0,30,53,173,Male,53
Player 4226,93,27,13,11,0,11,32,187,Male,62
Player 4227,58,0,0,0,0,0,0,58,Female,65
Player 4228,689,238,325,41,0,225,636,2155,Female,67
Player 4229,684,302,213,132,0,132,446,1910,Male,25
Player 4230,60,37,18,11,0,28,41,195,Male,50
Player 4231,586,373,243,61,0,205,542,2010,Female,38
Player 4232,75,31,17,6,0,20,27,174,Male,29
Player 4233,826,6750,3070,613,0,0,0,11260,Male,69
Player 4234,59,34,23,12,0,21,22,171,Male,52
Player 4235,0,0,0,0,0,603,0,603,Male,43
Player 4236,794,252,157,93,0,217,461,1973,Female,68
Player 4237,498,0,0,0,0,0,0,498,Female,68
Player 4238,0,0,0,304,0,0,0,304,Male,46
Player 4239,360,0,0,0,68,0,0,428,Male,40
Player 4240,60,36,17,10,0,31,85,239,Male,40
Player 4241,10,16,11,12,0,13,46,108,Female,28
Player 4242,74,32,25,12,0,23,25,192,Female,66
Player 4243,0,0,0,0,0,498,0,498,Male,23
Player 4244,251,0,0,0,56,0,0,306,Female,26
Player 4245,80,36,20,9,0,21,59,225,Female,30
Player 4246,64,12,31,7,0,25,50,189,Female,28
Player 4247,78,30,16,7,0,20,79,229,Female,43
Player 4248,71,0,0,0,0,0,0,71,Female,21
Player 4249,589,290,267,114,0,98,271,1630,Female,59
Player 4250,92,0,0,0,0,0,0,92,Male,66
Player 4251,85,13,23,6,0,10,47,184,Female,43
Player 4252,443,0,0,0,96,0,0,538,Female,36
Player 4253,77,0,0,0,0,0,0,77,Female,57
Player 4254,63,17,13,12,0,17,49,170,Male,41
Player 4255,756,348,149,95,0,95,632,2074,Male,46
Player 4256,1328,359,168,101,0,173,514,2644,Female,53
Player 4257,101,27,24,6,0,16,61,235,Male,42
Player 4258,0,758,0,0,0,0,0,758,Male,48
Player 4259,79,44,12,7,0,9,61,213,Female,70
Player 4260,68,36,19,10,0,17,49,199,Female,48
Player 4261,64,39,36,9,0,30,49,226,Female,46
Player 4262,1019,3301,4243,950,0,0,0,9513,Male,34
Player 4263,83,21,17,13,0,12,43,189,Female,67
Player 4264,66,30,8,11,0,23,50,190,Female,34
Player 4265,818,6466,4282,1226,0,0,0,12792,Female,69
Player 4266,62,21,23,4,0,18,51,180,Female,23
Player 4267,936,289,262,113,0,164,674,2438,Male,34
Player 4268,750,163,288,107,0,188,631,2127,Female,41
Player 4269,91,36,16,13,0,24,61,242,Female,33
Player 4270,81,33,27,11,0,14,36,202,Male,23
Player 4271,0,0,0,0,0,0,307,307,Male,57
Player 4272,93,0,0,0,0,0,0,93,Female,21
Player 4273,600,390,201,130,0,244,311,1876,Male,40
Player 4274,534,0,0,0,0,0,0,534,Male,59
Player 4275,75,0,0,0,0,0,0,75,Female,28
Player 4276,52,26,22,8,0,22,43,171,Female,39
Player 4277,0,0,0,0,0,0,570,570,Female,52
Player 4278,1272,7104,4793,309,0,0,0,13478,Female,27
Player 4279,487,0,0,0,161,0,0,648,Male,25
Player 4280,73,34,22,7,0,23,52,211,Male,23
Player 4281,28,30,26,8,0,29,31,152,Female,50
Player 4282,111,0,0,0,0,0,0,111,Female,40
Player 4283,389,0,0,0,112,0,0,501,Male,57
Player 4284,897,444,250,65,0,180,585,2421,Female,40
Player 4285,507,448,137,95,0,223,477,1888,Male,55
Player 4286,0,0,0,0,0,0,442,442,Female,48
Player 4287,0,0,0,0,0,506,0,506,Female,22
Player 4288,110,25,8,15,0,13,46,217,Female,61
Player 4289,358,0,0,0,0,0,0,358,Male,28
Player 4290,857,163,151,96,0,168,677,2112,Male,36
Player 4291,0,0,0,0,0,0,411,411,Female,69
Player 4292,81,29,26,9,0,20,55,221,Male,47
Player 4293,0,295,0,0,0,0,0,295,Female,40
Player 4294,1204,3851,4994,1550,0,0,0,11598,Female,69
Player 4295,105,0,0,0,0,0,0,105,Male,37
Player 4296,0,0,281,0,0,0,0,281,Male,41
Player 4297,94,38,19,16,0,22,42,231,Female,66
Player 4298,0,0,0,0,0,0,603,603,Female,49
Player 4299,96,0,0,0,0,0,0,96,Male,22
Player 4300,738,0,0,0,0,0,0,738,Male,43
Player 4301,1147,404,124,138,0,273,835,2921,Male,53
Player 4302,724,441,134,109,0,74,495,1978,Female,54
Player 4303,119,0,0,0,0,0,0,119,Female,30
Player 4304,59,40,20,13,0,14,32,179,Female,21
Player 4305,0,0,0,0,0,0,577,577,Female,25
Player 4306,677,294,213,90,0,236,808,2317,Male,66
Player 4307,904,243,275,128,0,210,689,2449,Female,43
Player 4308,21,33,15,10,0,27,44,149,Male,63
Player 4309,64,30,21,9,0,25,54,201,Female,56
Player 4310,592,154,304,122,0,200,597,1970,Female,64
Player 4311,83,18,26,11,0,23,62,224,Female,31
Player 4312,0,0,0,0,0,461,0,461,Female,56
Player 4313,276,0,0,0,0,0,0,276,Female,27
Player 4314,285,0,0,0,94,0,0,379,Female,69
Player 4315,90,34,19,11,0,6,53,213,Female,63
Player 4316,59,0,0,0,0,0,0,59,Male,41
Player 4317,65,23,9,7,0,13,64,182,Male,33
Player 4318,112,0,0,0,0,0,0,112,Male,34
Player 4319,137,0,0,0,0,0,0,137,Female,26
Player 4320,0,0,0,0,0,0,557,557,Female,52
Player 4321,55,32,28,11,0,11,25,162,Male,64
Player 4322,376,408,158,122,0,237,280,1581,Male,60
Player 4323,79,26,30,8,0,26,41,210,Female,40
Player 4324,108,0,0,0,0,0,0,108,Male,63
Player 4325,1192,295,302,89,0,270,561,2710,Male,35
Player 4326,38,26,26,4,0,21,49,164,Male,29
Player 4327,90,44,19,5,0,23,75,257,Male,67
Player 4328,0,0,0,0,0,0,593,593,Male,50
Player 4329,342,0,0,0,78,0,0,419,Male,63
Player 4330,322,0,0,0,131,0,0,453,Male,54
Player 4331,0,242,0,0,0,0,0,242,Female,28
Player 4332,119,0,0,0,0,0,0,119,Male,22
Player 4333,37,33,25,14,0,26,78,213,Male,65
Player 4334,93,34,27,7,0,18,71,250,Female,31
Player 4335,69,41,24,7,0,34,27,202,Female,32
Player 4336,110,0,0,0,0,0,0,110,Female,27
Player 4337,98,31,16,11,0,27,68,252,Female,21
Player 4338,0,488,0,0,0,0,0,488,Female,57
Player 4339,1051,2506,2253,930,0,0,0,6740,Female,53
Player 4340,848,407,119,79,0,180,605,2237,Male,63
Player 4341,89,22,14,9,0,7,52,193,Male,22
Player 4342,69,20,17,11,0,25,69,209,Male,59
Player 4343,66,0,0,0,0,0,0,66,Female,30
Player 4344,539,0,0,0,43,0,0,582,Female,49
Player 4345,76,20,24,9,0,26,30,186,Female,35
Player 4346,0,418,0,0,0,0,0,418,Male,59
Player 4347,335,0,0,0,56,0,0,391,Male,34
Player 4348,842,234,273,102,0,213,629,2294,Female,57
Player 4349,120,0,0,0,145,0,0,265,Female,21
Player 4350,723,0,0,0,0,0,0,723,Male,70
