id,destination,passanger,weather,temperature,time,coupon,expiration,gender,age,maritalStatus,has_children,education,occupation,income,car,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50,toCoupon_GEQ5min,toCoupon_GEQ15min,toCoupon_GEQ25min,direction_same,direction_opp
J39102,Home,Alone,Sunny,80,6PM,Restaurant(<20),1d,Female,31,Married partner,1,Graduate degree (Masters or Doctorate),Student,$25000 - $37499,,never,gt8,4~8,1~3,less1,1,0,0,1,0
J40121,No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Female,21,Single,0,Some college - no degree,Sales & Related,$12500 - $24999,,never,1~3,4~8,1~3,never,1,1,0,0,1
J41138,No Urgent Place,Alone,Rainy,55,10AM,Bar,1d,Female,41,Married partner,0,Some college - no degree,Arts Design Entertainment Sports & Media,$87500 - $99999,,1~3,1~3,4~8,4~8,1~3,1,1,0,0,1
J41420,Home,Alone,Sunny,55,6PM,Bar,1d,Female,31,Single,0,Bachelors degree,Sales & Related,$25000 - $37499,,4~8,1~3,1~3,4~8,1~3,1,0,0,1,0
J42317,Home,Alone,Sunny,80,10PM,Carry out & Take away,1d,Male,21,Single,0,High School Graduate,Unemployed,Less than $12500,,4~8,gt8,less1,1~3,never,1,0,0,0,1
J42441,No Urgent Place,Friend(s),Sunny,55,2PM,Carry out & Take away,1d,Female,50plus,Married partner,1,Bachelors degree,Education&Training&Library,$50000 - $62499,,never,never,less1,less1,less1,1,1,0,0,1
J42469,No Urgent Place,Kid(s),Sunny,80,10AM,Restaurant(<20),2h,Male,41,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$50000 - $62499,,never,1~3,1~3,1~3,less1,1,1,0,0,1
J42536,Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,41,Divorced,1,Some college - no degree,Protective Service,$25000 - $37499,,less1,less1,4~8,1~3,less1,1,0,0,0,1
J42813,No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,1d,Male,below21,Single,0,Some college - no degree,Student,Less than $12500,,1~3,4~8,1~3,gt8,4~8,1,0,0,0,1
J42907,Work,Alone,Sunny,55,7AM,Coffee House,2h,Male,21,Single,0,Bachelors degree,Architecture & Engineering,$50000 - $62499,,1~3,never,less1,4~8,never,1,1,0,0,1
J43019,Home,Alone,Sunny,55,6PM,Restaurant(20-50),1d,Female,26,Married partner,1,Bachelors degree,Architecture & Engineering,$37500 - $49999,,never,1~3,1~3,1~3,less1,1,1,0,0,1
J43200,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),1d,Male,21,Single,0,Some college - no degree,Student,$100000 or More,,less1,less1,1~3,less1,never,1,1,0,0,1
J43764,Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Male,21,Single,0,Bachelors degree,Student,$100000 or More,,4~8,gt8,4~8,gt8,1~3,1,1,0,0,1
J43901,Home,Alone,Sunny,55,6PM,Bar,1d,Female,50plus,Widowed,1,High School Graduate,Retired,$12500 - $24999,,never,less1,1~3,4~8,less1,1,0,0,1,0
J45498,Work,Alone,Rainy,55,7AM,Carry out & Take away,1d,Female,50plus,Married partner,1,Bachelors degree,Unemployed,$37500 - $49999,,never,less1,1~3,1~3,1~3,1,0,0,0,1
J45732,Home,Alone,Rainy,55,6PM,Bar,1d,Female,below21,Unmarried partner,0,High School Graduate,Student,Less than $12500,,never,4~8,1~3,4~8,less1,1,1,1,0,1
J45963,Home,Alone,Sunny,80,10PM,Restaurant(<20),2h,Female,36,Married partner,1,Some college - no degree,Computer & Mathematical,$25000 - $37499,,never,never,1~3,less1,never,1,0,0,1,0
J45993,Home,Alone,Sunny,80,6PM,Restaurant(<20),1d,Male,21,Single,1,Some college - no degree,Student,$62500 - $74999,,never,never,4~8,1~3,1~3,1,0,0,1,0
J46432,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,2h,Female,50plus,Married partner,0,Some college - no degree,Healthcare Support,$25000 - $37499,,1~3,1~3,4~8,4~8,1~3,1,1,0,0,1
J46912,Work,Alone,Sunny,80,7AM,Coffee House,1d,Male,below21,Single,0,Some college - no degree,Food Preparation & Serving Related,$87500 - $99999,,less1,gt8,1~3,1~3,less1,1,0,0,1,0
J48562,Home,Alone,Sunny,30,6PM,Carry out & Take away,2h,Male,46,Married partner,1,Graduate degree (Masters or Doctorate),Management,$87500 - $99999,,less1,1~3,1~3,less1,1~3,1,1,0,1,0
J49251,No Urgent Place,Partner,Sunny,80,10AM,Coffee House,2h,Male,41,Married partner,0,Bachelors degree,Unemployed,$87500 - $99999,,,,,,,1,0,0,0,1
J49473,No Urgent Place,Partner,Sunny,80,6PM,Restaurant(<20),2h,Male,50plus,Unmarried partner,1,Associates degree,Retired,$50000 - $62499,,never,4~8,4~8,1~3,less1,1,0,0,0,1
J49614,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,2h,Male,21,Single,0,Some college - no degree,Computer & Mathematical,$25000 - $37499,,less1,1~3,1~3,1~3,less1,1,1,0,0,1
J49729,No Urgent Place,Friend(s),Sunny,80,10AM,Restaurant(<20),1d,Male,26,Single,0,Bachelors degree,Business & Financial,$100000 or More,,4~8,1~3,less1,1~3,less1,1,0,0,0,1
J49926,Home,Alone,Sunny,30,6PM,Carry out & Take away,1d,Female,50plus,Single,1,Bachelors degree,Food Preparation & Serving Related,$12500 - $24999,,never,1~3,4~8,less1,less1,1,0,0,0,1
J50113,No Urgent Place,Friend(s),Sunny,30,10PM,Coffee House,1d,Male,26,Married partner,1,Bachelors degree,Management,$50000 - $62499,,never,less1,less1,1~3,less1,1,0,0,0,1
J50236,No Urgent Place,Friend(s),Sunny,80,10AM,Carry out & Take away,2h,Male,21,Single,0,Some college - no degree,Student,$12500 - $24999,,less1,never,less1,less1,less1,1,1,0,0,1
J50587,Work,Alone,Sunny,80,7AM,Coffee House,2h,Female,50plus,Divorced,1,Graduate degree (Masters or Doctorate),Sales & Related,$37500 - $49999,,less1,1~3,4~8,1~3,less1,1,1,0,1,0
J51006,Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Female,31,Single,0,Graduate degree (Masters or Doctorate),Legal,$75000 - $87499,,gt8,4~8,4~8,4~8,4~8,1,0,0,0,1
J51108,Work,Alone,Sunny,55,7AM,Restaurant(<20),1d,Female,41,Single,1,Some college - no degree,Office & Administrative Support,$25000 - $37499,,less1,1~3,1~3,1~3,never,1,0,0,0,1
J51337,No Urgent Place,Alone,Sunny,55,2PM,Restaurant(<20),1d,Female,50plus,Married partner,1,Associates degree,Legal,$100000 or More,,less1,never,gt8,4~8,1~3,1,0,0,0,1
J51424,No Urgent Place,Partner,Sunny,80,10AM,Coffee House,1d,Male,41,Married partner,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$37500 - $49999,,less1,less1,gt8,gt8,4~8,1,1,0,0,1
J51757,No Urgent Place,Alone,Sunny,80,10PM,Restaurant(<20),1d,Female,46,Married partner,1,High School Graduate,Transportation & Material Moving,$37500 - $49999,,less1,less1,1~3,1~3,never,1,0,0,0,1
J52347,Work,Alone,Rainy,55,7AM,Bar,1d,Female,50plus,Single,1,Some college - no degree,Unemployed,Less than $12500,,never,1~3,less1,1~3,less1,1,1,1,0,1
J52481,Home,Alone,Sunny,80,6PM,Restaurant(<20),1d,Female,50plus,Divorced,1,Some college - no degree,Unemployed,$37500 - $49999,,never,never,4~8,1~3,less1,1,0,0,1,0
J52717,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),1d,Male,50plus,Divorced,1,Some college - no degree,Management,$62500 - $74999,,,,,,,1,1,0,0,1
J54033,No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Female,50plus,Divorced,1,Graduate degree (Masters or Doctorate),Sales & Related,$37500 - $49999,,less1,1~3,4~8,1~3,less1,1,1,0,0,1
J54905,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),2h,Female,21,Single,0,Bachelors degree,Life Physical Social Science,$37500 - $49999,,less1,never,less1,1~3,never,1,1,0,0,1
J55265,No Urgent Place,Kid(s),Sunny,80,2PM,Coffee House,1d,Female,50plus,Married partner,1,Bachelors degree,Education&Training&Library,$100000 or More,,never,less1,4~8,1~3,1~3,1,0,0,0,1
J55722,Home,Alone,Sunny,80,6PM,Coffee House,1d,Male,21,Single,0,High School Graduate,Student,$37500 - $49999,,less1,never,less1,less1,never,1,0,0,0,1
J56079,No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Female,26,Single,0,Bachelors degree,Unemployed,$25000 - $37499,,never,less1,1~3,4~8,never,1,1,0,0,1
J57239,No Urgent Place,Alone,Sunny,55,10AM,Coffee House,2h,Female,41,Single,1,Some college - no degree,Office & Administrative Support,$25000 - $37499,,less1,1~3,1~3,1~3,never,1,0,0,0,1
J57275,No Urgent Place,Friend(s),Rainy,55,10PM,Bar,2h,Female,41,Married partner,1,Associates degree,Education&Training&Library,$62500 - $74999,,never,less1,less1,less1,less1,1,1,0,0,1
J57280,Work,Alone,Sunny,80,7AM,Restaurant(<20),1d,Female,31,Married partner,0,Some college - no degree,Arts Design Entertainment Sports & Media,$100000 or More,,less1,less1,gt8,4~8,less1,1,0,0,1,0
J57471,Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Female,21,Single,0,High School Graduate,Unemployed,Less than $12500,,1~3,4~8,gt8,gt8,4~8,1,1,0,0,1
J57660,Home,Alone,Rainy,55,6PM,Bar,1d,Female,21,Unmarried partner,1,Some college - no degree,Food Preparation & Serving Related,Less than $12500,,never,1~3,4~8,,4~8,1,1,1,0,1
J57889,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Female,50plus,Single,0,Bachelors degree,Sales & Related,$25000 - $37499,,never,less1,1~3,1~3,1~3,1,1,0,0,1
J58286,No Urgent Place,Kid(s),Sunny,80,2PM,Coffee House,1d,Female,31,Married partner,1,Graduate degree (Masters or Doctorate),Student,$25000 - $37499,,never,gt8,4~8,1~3,less1,1,0,0,0,1
J58384,No Urgent Place,Alone,Sunny,80,10AM,Restaurant(<20),2h,Male,46,Single,0,Some college - no degree,Sales & Related,Less than $12500,,1~3,1~3,4~8,4~8,4~8,1,0,0,0,1
J58628,Home,Alone,Rainy,55,10PM,Coffee House,2h,Male,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$25000 - $37499,,less1,1~3,1~3,1~3,less1,1,0,0,1,0
J58696,Home,Alone,Sunny,80,6PM,Restaurant(20-50),1d,Male,36,Unmarried partner,0,Bachelors degree,Education&Training&Library,$62500 - $74999,,4~8,1~3,gt8,gt8,1~3,1,0,0,1,0
J58803,Work,Alone,Snowy,30,7AM,Restaurant(<20),2h,Male,50plus,Married partner,1,Associates degree,Retired,$37500 - $49999,,never,never,4~8,4~8,never,1,1,1,0,1
J59014,Work,Alone,Snowy,30,7AM,Coffee House,1d,Female,50plus,Divorced,1,Some college - no degree,Personal Care & Service,$12500 - $24999,,never,less1,1~3,1~3,less1,1,0,0,1,0
J59079,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Female,31,Married partner,1,Bachelors degree,Sales & Related,$12500 - $24999,,less1,1~3,1~3,1~3,less1,1,1,0,0,1
J59749,No Urgent Place,Friend(s),Sunny,80,10AM,Bar,1d,Male,21,Single,0,Some college - no degree,Student,$12500 - $24999,,less1,less1,4~8,4~8,less1,1,0,0,0,1
J60760,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Female,31,Married partner,1,Bachelors degree,Arts Design Entertainment Sports & Media,$25000 - $37499,,never,never,1~3,never,never,1,1,0,0,1
J62651,No Urgent Place,Friend(s),Sunny,80,10AM,Carry out & Take away,2h,Female,21,Unmarried partner,1,Some college - no degree,Unemployed,$37500 - $49999,,never,never,,4~8,1~3,1,1,0,0,1
J62928,Home,Alone,Sunny,55,6PM,Restaurant(20-50),1d,Female,26,Single,0,Graduate degree (Masters or Doctorate),Legal,$25000 - $37499,,1~3,1~3,1~3,gt8,1~3,1,1,0,0,1
J63580,Home,Alone,Sunny,55,6PM,Bar,1d,Female,21,Single,0,Bachelors degree,Student,$100000 or More,,1~3,never,1~3,1~3,4~8,1,0,0,1,0
J64220,Home,Alone,Sunny,80,6PM,Restaurant(<20),2h,Female,50plus,Single,0,Graduate degree (Masters or Doctorate),Arts Design Entertainment Sports & Media,$37500 - $49999,,1~3,4~8,4~8,4~8,1~3,1,0,0,1,0
J64546,No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Female,31,Unmarried partner,0,Bachelors degree,Legal,$100000 or More,,never,less1,less1,1~3,1~3,1,0,0,0,1
J64594,No Urgent Place,Alone,Rainy,55,10AM,Coffee House,1d,Female,50plus,Married partner,1,High School Graduate,Retired,$75000 - $87499,,never,never,4~8,less1,1~3,1,1,0,0,1
J64684,No Urgent Place,Friend(s),Sunny,30,10PM,Carry out & Take away,1d,Male,50plus,Unmarried partner,0,High School Graduate,Retired,$50000 - $62499,,less1,less1,4~8,1~3,less1,1,1,0,0,1
J65140,Work,Alone,Snowy,30,7AM,Restaurant(<20),1d,Female,26,Single,0,Bachelors degree,Unemployed,$25000 - $37499,,1~3,never,1~3,4~8,1~3,1,1,0,0,1
J65811,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),1d,Female,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$100000 or More,,4~8,gt8,4~8,4~8,4~8,1,1,0,0,1
J66581,Home,Partner,Rainy,55,6PM,Carry out & Take away,1d,Female,50plus,Widowed,1,Associates degree,Healthcare Support,$12500 - $24999,,less1,less1,4~8,1~3,less1,1,0,0,1,0
J66904,No Urgent Place,Kid(s),Sunny,80,10AM,Coffee House,1d,Male,31,Married partner,1,Some college - no degree,Farming Fishing & Forestry,$37500 - $49999,,less1,less1,less1,1~3,less1,1,0,0,0,1
J67658,No Urgent Place,Kid(s),Sunny,80,10AM,Carry out & Take away,2h,Male,50plus,Married partner,1,Bachelors degree,Retired,$87500 - $99999,,never,never,less1,1~3,less1,1,1,0,0,1
J67824,Work,Alone,Snowy,30,7AM,Coffee House,1d,Female,21,Unmarried partner,0,Bachelors degree,Unemployed,$37500 - $49999,,never,4~8,1~3,1~3,less1,1,0,0,1,0
J68418,Work,Alone,Snowy,30,7AM,Bar,1d,Female,41,Married partner,1,Associates degree,Unemployed,$62500 - $74999,,less1,less1,less1,less1,less1,1,1,1,0,1
J68978,No Urgent Place,Alone,Snowy,30,2PM,Bar,1d,Male,21,Single,0,Bachelors degree,Unemployed,$100000 or More,,4~8,less1,1~3,4~8,1~3,1,0,0,0,1
J69794,No Urgent Place,Kid(s),Sunny,80,10AM,Bar,2h,Female,46,Married partner,1,Some college - no degree,Personal Care & Service,$37500 - $49999,,never,less1,less1,1~3,less1,1,1,0,0,1
J69856,Work,Alone,Snowy,30,7AM,Restaurant(20-50),1d,Male,31,Unmarried partner,0,Some college - no degree,Sales & Related,$62500 - $74999,,gt8,1~3,1~3,4~8,less1,1,1,1,0,1
J70189,Work,Alone,Sunny,55,7AM,Coffee House,2h,Male,50plus,Single,0,Bachelors degree,Computer & Mathematical,$75000 - $87499,,1~3,never,1~3,4~8,1~3,1,1,0,0,1
J70971,Work,Alone,Rainy,55,7AM,Bar,1d,Male,21,Single,0,Bachelors degree,Student,$25000 - $37499,,1~3,4~8,4~8,1~3,,1,1,1,0,1
J71553,No Urgent Place,Kid(s),Rainy,55,6PM,Carry out & Take away,1d,Male,36,Married partner,1,Associates degree,Management,$87500 - $99999,,never,,less1,less1,never,1,1,0,0,1
J71653,Home,Alone,Snowy,30,6PM,Coffee House,1d,Female,46,Married partner,1,Some High School,Unemployed,$12500 - $24999,,never,never,less1,less1,never,1,1,0,1,0
J72811,Work,Alone,Sunny,55,7AM,Coffee House,2h,Male,21,Single,0,Some college - no degree,Student,$12500 - $24999,,less1,never,less1,less1,less1,1,1,1,0,1
J72885,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Female,26,Single,0,Associates degree,Unemployed,Less than $12500,,1~3,less1,4~8,less1,4~8,1,1,0,0,1
J73113,Work,Alone,Sunny,80,7AM,Restaurant(20-50),2h,Female,41,Married partner,1,Graduate degree (Masters or Doctorate),Management,$75000 - $87499,,less1,1~3,4~8,1~3,never,1,0,0,1,0
J73858,Work,Alone,Sunny,55,7AM,Coffee House,2h,Male,26,Married partner,1,Bachelors degree,Computer & Mathematical,$87500 - $99999,Mazda5,never,less1,1~3,1~3,less1,1,1,1,0,1
J74012,Work,Alone,Snowy,30,7AM,Bar,1d,Female,31,Married partner,1,Bachelors degree,Student,$37500 - $49999,,never,less1,gt8,4~8,less1,1,1,1,0,1
J74551,Home,Alone,Sunny,80,6PM,Restaurant(<20),2h,Male,50plus,Married partner,1,Associates degree,Unemployed,$37500 - $49999,,less1,less1,less1,4~8,less1,1,0,0,1,0
J75395,No Urgent Place,Kid(s),Sunny,55,6PM,Restaurant(<20),2h,Female,41,Married partner,1,Graduate degree (Masters or Doctorate),Management,$75000 - $87499,,less1,1~3,4~8,1~3,never,1,1,0,0,1
J76146,Work,Alone,Sunny,30,7AM,Bar,1d,Male,36,Married partner,1,Associates degree,Management,$87500 - $99999,,never,,less1,less1,never,1,0,0,0,1
J76192,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2h,Female,50plus,Married partner,1,High School Graduate,Retired,$75000 - $87499,,never,never,4~8,less1,1~3,1,1,0,0,1
J76662,No Urgent Place,Kid(s),Sunny,80,10PM,Restaurant(20-50),1d,Female,36,Married partner,1,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$87500 - $99999,,1~3,4~8,4~8,4~8,1~3,1,1,0,0,1
J76786,No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Male,26,Unmarried partner,0,Bachelors degree,Community & Social Services,$12500 - $24999,,never,,less1,less1,less1,1,0,0,0,1
J77636,Home,Alone,Sunny,55,6PM,Restaurant(20-50),1d,Female,31,Married partner,1,Some college - no degree,Education&Training&Library,$50000 - $62499,,less1,1~3,4~8,4~8,less1,1,1,0,0,1
J77738,No Urgent Place,Alone,Sunny,80,10AM,Bar,1d,Female,26,Married partner,0,Graduate degree (Masters or Doctorate),Unemployed,$62500 - $74999,,4~8,1~3,4~8,4~8,1~3,1,0,0,0,1
J79089,Home,Alone,Rainy,55,10PM,Coffee House,2h,Female,26,Married partner,0,Bachelors degree,Office & Administrative Support,$50000 - $62499,,never,less1,1~3,1~3,never,1,0,0,1,0
J79376,No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,2h,Male,21,Single,0,Bachelors degree,Sales & Related,$12500 - $24999,,1~3,less1,1~3,1~3,less1,1,0,0,0,1
J80655,No Urgent Place,Friend(s),Sunny,80,10PM,Coffee House,1d,Female,31,Single,0,Associates degree,Arts Design Entertainment Sports & Media,$75000 - $87499,,never,less1,4~8,1~3,1~3,1,1,0,0,1
J80953,Work,Alone,Sunny,80,7AM,Restaurant(20-50),2h,Female,50plus,Married partner,1,High School Graduate,Sales & Related,$37500 - $49999,,never,gt8,4~8,1~3,less1,1,0,0,1,0
J80962,No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Female,26,Single,0,Bachelors degree,Unemployed,Less than $12500,,4~8,1~3,gt8,4~8,1~3,1,0,0,0,1
J81334,Home,Alone,Rainy,55,10PM,Coffee House,2h,Male,21,Single,0,Some college - no degree,Student,Less than $12500,,less1,less1,less1,1~3,1~3,1,0,0,1,0
J81761,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2h,Male,36,Single,0,Some college - no degree,Office & Administrative Support,$25000 - $37499,,less1,never,less1,less1,less1,1,1,0,0,1
J81820,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Male,21,Married partner,0,Some college - no degree,Education&Training&Library,$25000 - $37499,,never,never,1~3,1~3,less1,1,1,0,0,1
J81824,Home,Alone,Snowy,30,10PM,Restaurant(20-50),2h,Female,21,Married partner,1,Associates degree,Unemployed,$50000 - $62499,,never,1~3,1~3,1~3,1~3,1,0,0,0,1
J82069,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Male,21,Single,0,High School Graduate,Unemployed,Less than $12500,,,,,,,1,0,0,0,1
J82346,No Urgent Place,Partner,Sunny,80,10AM,Coffee House,2h,Male,26,Married partner,0,Bachelors degree,Computer & Mathematical,$62500 - $74999,,never,less1,less1,gt8,1~3,1,1,0,0,1
J82498,No Urgent Place,Friend(s),Rainy,55,10PM,Restaurant(20-50),2h,Male,26,Single,0,Some college - no degree,Unemployed,$87500 - $99999,,never,1~3,4~8,less1,never,1,1,0,0,1
J82677,Home,Alone,Rainy,55,6PM,Bar,1d,Female,21,Married partner,0,High School Graduate,Office & Administrative Support,$12500 - $24999,,never,never,4~8,1~3,less1,1,1,1,0,1
J82985,No Urgent Place,Friend(s),Sunny,55,2PM,Carry out & Take away,1d,Male,46,Single,0,Bachelors degree,Management,$100000 or More,,never,less1,4~8,1~3,never,1,1,0,0,1
J83039,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,2h,Female,36,Divorced,1,Graduate degree (Masters or Doctorate),Student,$12500 - $24999,,never,gt8,gt8,gt8,1~3,1,1,0,0,1
J83102,Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Male,26,Married partner,1,Some college - no degree,Computer & Mathematical,$50000 - $62499,,never,1~3,1~3,less1,1~3,1,0,0,1,0
J84024,Home,Partner,Sunny,55,10PM,Bar,1d,Female,below21,Unmarried partner,0,Some college - no degree,Student,$100000 or More,,less1,1~3,less1,1~3,less1,1,1,1,0,1
J84177,No Urgent Place,Kid(s),Sunny,80,10PM,Restaurant(20-50),1d,Female,31,Married partner,1,Bachelors degree,Unemployed,$100000 or More,,never,4~8,4~8,4~8,less1,1,1,0,0,1
J85057,Home,Alone,Sunny,80,6PM,Restaurant(<20),2h,Female,21,Single,0,Bachelors degree,Life Physical Social Science,$37500 - $49999,,less1,never,less1,1~3,never,1,0,0,1,0
J85346,No Urgent Place,Friend(s),Sunny,80,10AM,Bar,1d,Female,21,Single,0,Some college - no degree,Student,Less than $12500,,gt8,4~8,4~8,4~8,1~3,1,0,0,0,1
J85558,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),2h,Female,26,Unmarried partner,0,Bachelors degree,Education&Training&Library,$50000 - $62499,,1~3,1~3,1~3,1~3,1~3,1,1,0,0,1
J85914,No Urgent Place,Friend(s),Sunny,80,10AM,Bar,1d,Female,21,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,,never,1~3,gt8,1~3,1~3,1,0,0,0,1
J85950,Work,Alone,Sunny,80,7AM,Coffee House,1d,Male,26,Single,1,Some High School,Installation Maintenance & Repair,$12500 - $24999,,4~8,1~3,1~3,4~8,4~8,1,0,0,1,0
J86020,Home,Alone,Sunny,80,10PM,Restaurant(<20),2h,Male,26,Married partner,1,Some college - no degree,Computer & Mathematical,$50000 - $62499,,never,1~3,1~3,less1,1~3,1,0,0,1,0
J86279,Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,31,Married partner,1,Some college - no degree,Office & Administrative Support,$37500 - $49999,,1~3,1~3,4~8,1~3,less1,1,0,0,1,0
J86513,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),2h,Female,21,Single,0,Some college - no degree,Student,$50000 - $62499,,never,never,never,gt8,less1,1,1,0,0,1
J86866,No Urgent Place,Friend(s),Sunny,30,10PM,Carry out & Take away,1d,Male,50plus,Married partner,1,Some college - no degree,Office & Administrative Support,$62500 - $74999,,1~3,never,1~3,1~3,less1,1,1,0,0,1
J87743,Work,Alone,Sunny,30,7AM,Bar,1d,Female,21,Married partner,0,Some college - no degree,Student,Less than $12500,,less1,gt8,4~8,1~3,1~3,1,1,0,1,0
J87991,No Urgent Place,Partner,Sunny,55,2PM,Bar,1d,Female,26,Married partner,0,Some college - no degree,Office & Administrative Support,$75000 - $87499,,never,never,1~3,4~8,less1,1,0,0,0,1
J88093,Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,26,Single,0,Bachelors degree,Education&Training&Library,$50000 - $62499,,1~3,never,4~8,1~3,less1,1,0,0,1,0
J88171,No Urgent Place,Friend(s),Snowy,30,10AM,Carry out & Take away,1d,Female,41,Married partner,1,Graduate degree (Masters or Doctorate),Business & Financial,$87500 - $99999,,less1,1~3,4~8,1~3,less1,1,1,0,0,1
J89615,Work,Alone,Sunny,55,7AM,Coffee House,2h,Female,26,Married partner,1,Some college - no degree,Unemployed,$62500 - $74999,,never,less1,gt8,4~8,never,1,1,0,0,1
J89767,Home,Alone,Rainy,55,6PM,Bar,1d,Female,31,Married partner,1,Associates degree,Student,$87500 - $99999,,never,4~8,4~8,less1,less1,1,1,1,0,1
J89830,Home,Alone,Sunny,80,6PM,Carry out & Take away,2h,Female,36,Married partner,1,Bachelors degree,Education&Training&Library,$37500 - $49999,,less1,,1~3,1~3,1~3,1,1,0,1,0
J89915,Work,Alone,Sunny,55,7AM,Coffee House,2h,Female,41,Single,1,Some college - no degree,Office & Administrative Support,$25000 - $37499,,less1,1~3,1~3,1~3,never,1,1,1,0,1
J89923,Home,Alone,Sunny,55,6PM,Bar,1d,Male,46,Single,0,Bachelors degree,Management,$100000 or More,,never,less1,4~8,1~3,never,1,0,0,1,0
J90448,No Urgent Place,Partner,Sunny,80,10AM,Restaurant(20-50),2h,Female,below21,Single,0,High School Graduate,Unemployed,Less than $12500,,never,never,4~8,4~8,never,1,0,0,0,1
J90885,No Urgent Place,Kid(s),Rainy,55,6PM,Carry out & Take away,2h,Male,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$100000 or More,,1~3,1~3,gt8,4~8,less1,1,1,0,0,1
J91052,Work,Alone,Snowy,30,7AM,Restaurant(<20),1d,Male,26,Single,0,High School Graduate,Unemployed,$37500 - $49999,,gt8,gt8,gt8,gt8,gt8,1,1,0,0,1
J91548,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),1d,Male,50plus,Married partner,1,Associates degree,Unemployed,$37500 - $49999,,less1,less1,less1,4~8,less1,1,1,0,0,1
J91909,Work,Alone,Rainy,55,7AM,Bar,1d,Female,26,Married partner,1,Some college - no degree,Unemployed,$25000 - $37499,,never,never,1~3,less1,never,1,1,1,0,1
J92081,Home,Alone,Sunny,80,6PM,Carry out & Take away,2h,Female,21,Unmarried partner,0,Some college - no degree,Office & Administrative Support,$25000 - $37499,,never,never,1~3,never,never,1,1,0,1,0
J92175,No Urgent Place,Kid(s),Sunny,80,10AM,Bar,1d,Male,50plus,Married partner,1,Some college - no degree,Computer & Mathematical,$37500 - $49999,,1~3,less1,4~8,1~3,1~3,1,1,0,0,1
X92670,Work,Alone,Snowy,30,7AM,Bar,1d,Female,41,Married partner,0,Some college - no degree,Arts Design Entertainment Sports & Media,$87500 - $99999,,1~3,1~3,4~8,4~8,1~3,1,1,1,0,1
J92670,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,1d,Female,50plus,Single,1,Bachelors degree,Office & Administrative Support,$37500 - $49999,,less1,4~8,1~3,1~3,1~3,1,1,0,0,1
J93034,No Urgent Place,Alone,Sunny,55,6PM,Coffee House,1d,Female,31,Married partner,0,Some college - no degree,Arts Design Entertainment Sports & Media,$100000 or More,,less1,less1,gt8,4~8,1~3,1,0,0,0,1
J93161,No Urgent Place,Kid(s),Sunny,55,2PM,Coffee House,1d,Male,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$100000 or More,,1~3,1~3,gt8,4~8,less1,1,1,0,0,1
